category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.it_IT,name.fr_FR,name.el_GR,meta_title.it_IT,meta_title.fr_FR,meta_title.el_GR,meta_description.it_IT,meta_description.fr_FR,meta_description.el_GR,meta_keywords.it_IT,meta_keywords.fr_FR,meta_keywords.el_GR,category_image_name.it_IT,category_image_name.fr_FR,category_image_name.el_GR
SUB_60002_03,SUB_60002,Monitors,Monitors,Monitors,Monitors,1,1,1,1,0,1,,Catalog (default),,Monitor,Moniteurs,Παραμορφώνει,Monitor,Moniteurs,Παραμορφώνει,Monitor,Moniteurs,Παραμορφώνει,Monitor,Moniteurs,Παραμορφώνει,,,
SUB_60002_04,SUB_60002,IT,IT,IT,IT,1,1,1,1,0,1,,Catalog (default),,ESSO,CE,ΤΟ,ESSO,CE,ΤΟ,ESSO,CE,ΤΟ,ESSO,CE,ΤΟ,,,
SUB_60002_05,SUB_60002,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,1,1,1,1,0,1,,Catalog (default),,Accessori per computer,Accessoires informatiques,Αξεσουάρ υπολογιστή,Accessori per computer,Accessoires informatiques,Αξεσουάρ υπολογιστή,Accessori per computer,Accessoires informatiques,Αξεσουάρ υπολογιστή,Accessori per computer,Accessoires informatiques,Αξεσουάρ υπολογιστή,,,
SUB_60003,MC_60001,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,1,1,1,1,0,1,,Catalog (default),,Stampante e scanner,Imprimante et scanner,Εκτυπωτής & σαρωτής,Stampante e scanner,Imprimante et scanner,Εκτυπωτής & σαρωτής,Stampante e scanner,Imprimante et scanner,Εκτυπωτής & σαρωτής,Stampante e scanner,Imprimante et scanner,Εκτυπωτής & σαρωτής,,,
SUB_60004,MC_60001,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,1,1,1,1,0,1,,Catalog (default),,Lettore di ebook,Lecteur ebook,Αναγνώστης ηλεκτρονικού βιβλίου,Lettore di ebook,Lecteur ebook,Αναγνώστης ηλεκτρονικού βιβλίου,Lettore di ebook,Lecteur ebook,Αναγνώστης ηλεκτρονικού βιβλίου,Lettore di ebook,Lecteur ebook,Αναγνώστης ηλεκτρονικού βιβλίου,,,
SUB_60005,MC_60001,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,1,1,1,1,0,1,,Catalog (default),,Fotografia e videografia.,Photographie et vidéographie,Φωτογραφία & βιντεοκάμερα,Fotografia e videografia.,Photographie et vidéographie,Φωτογραφία & βιντεοκάμερα,Fotografia e videografia.,Photographie et vidéographie,Φωτογραφία & βιντεοκάμερα,Fotografia e videografia.,Photographie et vidéographie,Φωτογραφία & βιντεοκάμερα,,,
SUB_60006,MC_60001,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,1,1,1,1,0,1,,Catalog (default),,Gaming e giocattoli elettronici,Jouets de jeu et électroniques,Παιχνίδια & Ηλεκτρονικά Παιχνίδια,Gaming e giocattoli elettronici,Jouets de jeu et électroniques,Παιχνίδια & Ηλεκτρονικά Παιχνίδια,Gaming e giocattoli elettronici,Jouets de jeu et électroniques,Παιχνίδια & Ηλεκτρονικά Παιχνίδια,Gaming e giocattoli elettronici,Jouets de jeu et électroniques,Παιχνίδια & Ηλεκτρονικά Παιχνίδια,,,
SUB_60006_01a,SUB_60006,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,1,1,1,1,0,1,1,Catalog (default),,Giochi per console Microsoft,Jeux pour Microsoft Consoles,Παιχνίδια για κονσόλες της Microsoft,Giochi per console Microsoft,Jeux pour Microsoft Consoles,Παιχνίδια για κονσόλες της Microsoft,Giochi per console Microsoft,Jeux pour Microsoft Consoles,Παιχνίδια για κονσόλες της Microsoft,Giochi per console Microsoft,Jeux pour Microsoft Consoles,Παιχνίδια για κονσόλες της Microsoft,,,
SUB_60006_01b,SUB_60006,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,1,1,1,1,0,1,2,Catalog (default),,Microsoft console e accessori,Consoles et accessoires Microsoft,Microsoft Consoles & Αξεσουάρ,Microsoft console e accessori,Consoles et accessoires Microsoft,Microsoft Consoles & Αξεσουάρ,Microsoft console e accessori,Consoles et accessoires Microsoft,Microsoft Consoles & Αξεσουάρ,Microsoft console e accessori,Consoles et accessoires Microsoft,Microsoft Consoles & Αξεσουάρ,,,
SUB_60006_02a,SUB_60006,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,1,1,1,1,0,1,3,Catalog (default),,Giochi per console Nintendo,Jeux pour consoles Nintendo,Παιχνίδια για κονσόλες Nintendo,Giochi per console Nintendo,Jeux pour consoles Nintendo,Παιχνίδια για κονσόλες Nintendo,Giochi per console Nintendo,Jeux pour consoles Nintendo,Παιχνίδια για κονσόλες Nintendo,Giochi per console Nintendo,Jeux pour consoles Nintendo,Παιχνίδια για κονσόλες Nintendo,,,
SUB_60006_02b,SUB_60006,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,1,1,1,1,0,1,4,Catalog (default),,Console e accessori Nintendo,Nintendo Consoles et accessoires,Nintendo κονσόλες και αξεσουάρ,Console e accessori Nintendo,Nintendo Consoles et accessoires,Nintendo κονσόλες και αξεσουάρ,Console e accessori Nintendo,Nintendo Consoles et accessoires,Nintendo κονσόλες και αξεσουάρ,Console e accessori Nintendo,Nintendo Consoles et accessoires,Nintendo κονσόλες και αξεσουάρ,,,
SUB_60006_03a,SUB_60006,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,1,1,1,1,0,1,5,Catalog (default),,Giochi per console Sony,Jeux pour les consoles Sony,Παιχνίδια για κονσόλες Sony,Giochi per console Sony,Jeux pour les consoles Sony,Παιχνίδια για κονσόλες Sony,Giochi per console Sony,Jeux pour les consoles Sony,Παιχνίδια για κονσόλες Sony,Giochi per console Sony,Jeux pour les consoles Sony,Παιχνίδια για κονσόλες Sony,,,
SUB_60006_03b,SUB_60006,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,1,1,1,1,0,1,6,Catalog (default),,Console e accessori Sony,Consoles et accessoires Sony,Sony Consoles & Αξεσουάρ,Console e accessori Sony,Consoles et accessoires Sony,Sony Consoles & Αξεσουάρ,Console e accessori Sony,Consoles et accessoires Sony,Sony Consoles & Αξεσουάρ,Console e accessori Sony,Consoles et accessoires Sony,Sony Consoles & Αξεσουάρ,,,
SUB_60006_04a,SUB_60006,Games for PC,Games for PC,Games for PC,Games for PC,1,1,1,1,0,1,7,Catalog (default),,Giochi per PC.,Jeux pour PC,Παιχνίδια για PC,Giochi per PC.,Jeux pour PC,Παιχνίδια για PC,Giochi per PC.,Jeux pour PC,Παιχνίδια για PC,Giochi per PC.,Jeux pour PC,Παιχνίδια για PC,,,
SUB_60006_04b,SUB_60006,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,1,1,1,1,0,1,8,Catalog (default),,Accessori da gioco per PC.,Accessoires de jeu PC,Αξεσουάρ παιχνιδιών PC,Accessori da gioco per PC.,Accessoires de jeu PC,Αξεσουάρ παιχνιδιών PC,Accessori da gioco per PC.,Accessoires de jeu PC,Αξεσουάρ παιχνιδιών PC,Accessori da gioco per PC.,Accessoires de jeu PC,Αξεσουάρ παιχνιδιών PC,,,
SUB_60006_05,SUB_60006,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,1,1,1,1,0,1,9,Catalog (default),,Altre console e accessori,Autres consoles et accessoires,Άλλες κονσόλες και αξεσουάρ,Altre console e accessori,Autres consoles et accessoires,Άλλες κονσόλες και αξεσουάρ,Altre console e accessori,Autres consoles et accessoires,Άλλες κονσόλες και αξεσουάρ,Altre console e accessori,Autres consoles et accessoires,Άλλες κονσόλες και αξεσουάρ,,,
SUB_60006_06,SUB_60006,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,10,Catalog (default),,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,,,
SUB_60007,MC_60001,Household Electronics,Household Electronics,Household Electronics,Household Electronics,1,1,1,1,0,1,,Catalog (default),,Elettronica per la casa,Electroménale,Οικιακά ηλεκτρονικά,Elettronica per la casa,Electroménale,Οικιακά ηλεκτρονικά,Elettronica per la casa,Electroménale,Οικιακά ηλεκτρονικά,Elettronica per la casa,Electroménale,Οικιακά ηλεκτρονικά,,,
SUB_60007_01,SUB_60007,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,Elettrodomestici da cucina,Appareils de cuisine,Συσκευές κουζίνας,Elettrodomestici da cucina,Appareils de cuisine,Συσκευές κουζίνας,Elettrodomestici da cucina,Appareils de cuisine,Συσκευές κουζίνας,Elettrodomestici da cucina,Appareils de cuisine,Συσκευές κουζίνας,,,
SUB_60007_02,SUB_60007,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,1,1,1,1,0,1,,Catalog (default),,Grandi elettrodomestici elettrici,Grands appareils électriques,Μεγάλες ηλεκτρικές συσκευές,Grandi elettrodomestici elettrici,Grands appareils électriques,Μεγάλες ηλεκτρικές συσκευές,Grandi elettrodomestici elettrici,Grands appareils électriques,Μεγάλες ηλεκτρικές συσκευές,Grandi elettrodomestici elettrici,Grands appareils électriques,Μεγάλες ηλεκτρικές συσκευές,,,
SUB_60007_03,SUB_60007,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,1,1,1,1,0,1,,Catalog (default),,Elettrodomestici,Appareils électroménagers,Οικιακές συσκευές,Elettrodomestici,Appareils électroménagers,Οικιακές συσκευές,Elettrodomestici,Appareils électroménagers,Οικιακές συσκευές,Elettrodomestici,Appareils électroménagers,Οικιακές συσκευές,,,
SUB_60007_04,SUB_60007,Making Coffee,Making Coffee,Making Coffee,Making Coffee,1,1,1,1,0,1,,Catalog (default),,Fare il caffè,Faire du café,Κάνοντας καφέ,Fare il caffè,Faire du café,Κάνοντας καφέ,Fare il caffè,Faire du café,Κάνοντας καφέ,Fare il caffè,Faire du café,Κάνοντας καφέ,,,
SUB_60008,MC_60001,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",1,1,1,1,0,1,,Catalog (default),,"HiFi, TV, video e audio","Hifi, TV, Vidéo et audio","HIFI, Τηλεόραση, Βίντεο & Ήχος","HiFi, TV, video e audio","Hifi, TV, Vidéo et audio","HIFI, Τηλεόραση, Βίντεο & Ήχος","HiFi, TV, video e audio","Hifi, TV, Vidéo et audio","HIFI, Τηλεόραση, Βίντεο & Ήχος","HiFi, TV, video e audio","Hifi, TV, Vidéo et audio","HIFI, Τηλεόραση, Βίντεο & Ήχος",,,
SUB_60008_01,SUB_60008,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,1,1,1,1,0,1,,Catalog (default),,HiFi & Audio.,Hifi & Audio,HIFI & AUDIO,HiFi & Audio.,Hifi & Audio,HIFI & AUDIO,HiFi & Audio.,Hifi & Audio,HIFI & AUDIO,HiFi & Audio.,Hifi & Audio,HIFI & AUDIO,,,
SUB_60008_02,SUB_60008,TV & Sat,TV & Sat,TV & Sat,TV & Sat,1,1,1,1,0,1,,Catalog (default),,TV & Sat.,TV & SAT,Τηλεόραση & Σάβ,TV & Sat.,TV & SAT,Τηλεόραση & Σάβ,TV & Sat.,TV & SAT,Τηλεόραση & Σάβ,TV & Sat.,TV & SAT,Τηλεόραση & Σάβ,,,
SUB_60008_03,SUB_60008,Car Hifi,Car Hifi,Car Hifi,Car Hifi,1,1,1,1,0,1,,Catalog (default),,Auto HiFi.,Voiture hifi,Αυτοκίνητο hifi,Auto HiFi.,Voiture hifi,Αυτοκίνητο hifi,Auto HiFi.,Voiture hifi,Αυτοκίνητο hifi,Auto HiFi.,Voiture hifi,Αυτοκίνητο hifi,,,
SUB_60008_04,SUB_60008,Audio accessories,Audio accessories,Audio accessories,Audio accessories,1,1,1,1,0,1,,Catalog (default),,Accessori audio,Accessoires audio,Αξεσουάρ ήχου,Accessori audio,Accessoires audio,Αξεσουάρ ήχου,Accessori audio,Accessoires audio,Αξεσουάρ ήχου,Accessori audio,Accessoires audio,Αξεσουάρ ήχου,,,
SUB_60009,MC_60001,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,1,1,1,1,0,1,,Catalog (default),,Telecomunicazioni e navigazione,Télécommunications et navigation,Τηλεπικοινωνίες & Πλοήγηση,Telecomunicazioni e navigazione,Télécommunications et navigation,Τηλεπικοινωνίες & Πλοήγηση,Telecomunicazioni e navigazione,Télécommunications et navigation,Τηλεπικοινωνίες & Πλοήγηση,Telecomunicazioni e navigazione,Télécommunications et navigation,Τηλεπικοινωνίες & Πλοήγηση,,,
SUB_60009_01,SUB_60009,Smartphones,Smartphones,Smartphones,Smartphones,1,1,1,1,0,1,,Catalog (default),,Smartphones.,Smartphones,Smartphones,Smartphones.,Smartphones,Smartphones,Smartphones.,Smartphones,Smartphones,Smartphones.,Smartphones,Smartphones,,,
SUB_60009_02,SUB_60009,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,1,1,1,1,0,1,,Catalog (default),,Accessori per smartphone,Accessoires pour smartphone,Αξεσουάρ Smartphone,Accessori per smartphone,Accessoires pour smartphone,Αξεσουάρ Smartphone,Accessori per smartphone,Accessoires pour smartphone,Αξεσουάρ Smartphone,Accessori per smartphone,Accessoires pour smartphone,Αξεσουάρ Smartphone,,,
SUB_60009_03,SUB_60009,Navigation,Navigation,Navigation,Navigation,1,1,1,1,0,1,,Catalog (default),,Navigazione,La navigation,Πλοήγηση,Navigazione,La navigation,Πλοήγηση,Navigazione,La navigation,Πλοήγηση,Navigazione,La navigation,Πλοήγηση,,,
SUB_60009_04,SUB_60009,Smartwatch,Smartwatch,Smartwatch,Smartwatch,1,1,1,1,0,1,,Catalog (default),,Orologio intelligente,Montre intelligente,Εξυπνο ρολόι,Orologio intelligente,Montre intelligente,Εξυπνο ρολόι,Orologio intelligente,Montre intelligente,Εξυπνο ρολόι,Orologio intelligente,Montre intelligente,Εξυπνο ρολόι,,,
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,Accessori per elettronica,Accessoires électroniques,Ηλεκτρονικά αξεσουάρ,Accessori per elettronica,Accessoires électroniques,Ηλεκτρονικά αξεσουάρ,Accessori per elettronica,Accessoires électroniques,Ηλεκτρονικά αξεσουάρ,Accessori per elettronica,Accessoires électroniques,Ηλεκτρονικά αξεσουάρ,,,
SUB_60011,MC_60001,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,Software,Logiciel,Λογισμικό,Software,Logiciel,Λογισμικό,Software,Logiciel,Λογισμικό,Software,Logiciel,Λογισμικό,,,
SUB_60012,MC_60001,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,1,1,1,1,0,1,,Catalog (default),,Ingegnere elettrico,Ingénierie électrique,Ηλεκτρολογική Μηχανική,Ingegnere elettrico,Ingénierie électrique,Ηλεκτρολογική Μηχανική,Ingegnere elettrico,Ingénierie électrique,Ηλεκτρολογική Μηχανική,Ingegnere elettrico,Ingénierie électrique,Ηλεκτρολογική Μηχανική,,,
SUB_60012_01,SUB_60012,Building Technology,Building Technology,Building Technology,Building Technology,1,1,1,1,0,1,,Catalog (default),,Tecnologia di costruzione,Technologie de construction,Τεχνολογία κτιρίων,Tecnologia di costruzione,Technologie de construction,Τεχνολογία κτιρίων,Tecnologia di costruzione,Technologie de construction,Τεχνολογία κτιρίων,Tecnologia di costruzione,Technologie de construction,Τεχνολογία κτιρίων,,,
SUB_60012_02,SUB_60012,SMART Living,SMART Living,SMART Living,SMART Living,1,1,1,1,0,1,,Catalog (default),,Smart Living.,Vivant intelligent,Έξυπνη διαβίωση,Smart Living.,Vivant intelligent,Έξυπνη διαβίωση,Smart Living.,Vivant intelligent,Έξυπνη διαβίωση,Smart Living.,Vivant intelligent,Έξυπνη διαβίωση,,,
SUB_60012_03,SUB_60012,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,1,1,1,1,0,1,,Catalog (default),,Connettori e cavi,Connecteurs et câbles,Συνδέσεις & Καλώδια,Connettori e cavi,Connecteurs et câbles,Συνδέσεις & Καλώδια,Connettori e cavi,Connecteurs et câbles,Συνδέσεις & Καλώδια,Connettori e cavi,Connecteurs et câbles,Συνδέσεις & Καλώδια,,,
SUB_60012_04,SUB_60012,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,1,1,1,1,0,1,,Catalog (default),,Misurazione e alimentazione,Mesure et alimentation électrique,Μέτρηση & παροχή ρεύματος,Misurazione e alimentazione,Mesure et alimentation électrique,Μέτρηση & παροχή ρεύματος,Misurazione e alimentazione,Mesure et alimentation électrique,Μέτρηση & παροχή ρεύματος,Misurazione e alimentazione,Mesure et alimentation électrique,Μέτρηση & παροχή ρεύματος,,,
SUB_60012_05,SUB_60012,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,1,1,1,1,0,1,,Catalog (default),,Kit di istruzione e sviluppo,Kits déducation et de développement,Κιτ εκπαίδευσης και ανάπτυξης,Kit di istruzione e sviluppo,Kits déducation et de développement,Κιτ εκπαίδευσης και ανάπτυξης,Kit di istruzione e sviluppo,Kits déducation et de développement,Κιτ εκπαίδευσης και ανάπτυξης,Kit di istruzione e sviluppo,Kits déducation et de développement,Κιτ εκπαίδευσης και ανάπτυξης,,,
SUB_60012_06,SUB_60012,Active Components,Active Components,Active Components,Active Components,1,1,1,1,0,1,,Catalog (default),,Componenti attivi,Composants actifs,Ενεργά εξαρτήματα,Componenti attivi,Composants actifs,Ενεργά εξαρτήματα,Componenti attivi,Composants actifs,Ενεργά εξαρτήματα,Componenti attivi,Composants actifs,Ενεργά εξαρτήματα,,,
SUB_60012_07,SUB_60012,Passive Components,Passive Components,Passive Components,Passive Components,1,1,1,1,0,1,,Catalog (default),,Componenti passivi,Composants passifs,Παθητικά συστατικά,Componenti passivi,Composants passifs,Παθητικά συστατικά,Componenti passivi,Composants passifs,Παθητικά συστατικά,Componenti passivi,Composants passifs,Παθητικά συστατικά,,,
SUB_60012_08,SUB_60012,Electromechanics,Electromechanics,Electromechanics,Electromechanics,1,1,1,1,0,1,,Catalog (default),,Elettromeccanica,Électromécanique,Ηλεκτρομηχανική,Elettromeccanica,Électromécanique,Ηλεκτρομηχανική,Elettromeccanica,Électromécanique,Ηλεκτρομηχανική,Elettromeccanica,Électromécanique,Ηλεκτρομηχανική,,,
SUB_60012_09,SUB_60012,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,1,1,1,1,0,1,,Catalog (default),,Automazione e pneumatica,Automation et pneumatique,Αυτοματοποίηση & Πνευματικά,Automazione e pneumatica,Automation et pneumatique,Αυτοματοποίηση & Πνευματικά,Automazione e pneumatica,Automation et pneumatique,Αυτοματοποίηση & Πνευματικά,Automazione e pneumatica,Automation et pneumatique,Αυτοματοποίηση & Πνευματικά,,,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,Cura del corpo e benessere,Soins du corps et bien-être,Φροντίδα σώματος και ευεξία,Cura del corpo e benessere,Soins du corps et bien-être,Φροντίδα σώματος και ευεξία,Cura del corpo e benessere,Soins du corps et bien-être,Φροντίδα σώματος και ευεξία,Cura del corpo e benessere,Soins du corps et bien-être,Φροντίδα σώματος και ευεξία,,,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,Trimmer da barba e clippers per capelli,Tilmers de barbe et tondeuses à cheveux,Beard Trimmers & Clippers μαλλιών,Trimmer da barba e clippers per capelli,Tilmers de barbe et tondeuses à cheveux,Beard Trimmers & Clippers μαλλιών,Trimmer da barba e clippers per capelli,Tilmers de barbe et tondeuses à cheveux,Beard Trimmers & Clippers μαλλιών,Trimmer da barba e clippers per capelli,Tilmers de barbe et tondeuses à cheveux,Beard Trimmers & Clippers μαλλιών,,,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,Spazzolini da denti elettrici,Brosses à dents électriques,Ηλεκτρικές οδοντόβουρτσες,Spazzolini da denti elettrici,Brosses à dents électriques,Ηλεκτρικές οδοντόβουρτσες,Spazzolini da denti elettrici,Brosses à dents électriques,Ηλεκτρικές οδοντόβουρτσες,Spazzolini da denti elettrici,Brosses à dents électriques,Ηλεκτρικές οδοντόβουρτσες,,,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,Cura dei capelli,Soin des cheveux,Φροντίδα μαλλιών,Cura dei capelli,Soin des cheveux,Φροντίδα μαλλιών,Cura dei capelli,Soin des cheveux,Φροντίδα μαλλιών,Cura dei capelli,Soin des cheveux,Φροντίδα μαλλιών,,,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,,,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,Alcool,De lalcool,Αλκοόλ,Alcool,De lalcool,Αλκοόλ,Alcool,De lalcool,Αλκοόλ,Alcool,De lalcool,Αλκοόλ,,,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,Senza alcol,Sans alcool,Χωρίς αλκοόλ,Senza alcol,Sans alcool,Χωρίς αλκοόλ,Senza alcol,Sans alcool,Χωρίς αλκοόλ,Senza alcol,Sans alcool,Χωρίς αλκοόλ,,,
SUB_70002,MC_70001,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,Cibo,Nourriture,Τροφή,Cibo,Nourriture,Τροφή,Cibo,Nourriture,Τροφή,Cibo,Nourriture,Τροφή,,,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,Dolci e snack,Sweets & Snacks,Γλυκά και σνακ,Dolci e snack,Sweets & Snacks,Γλυκά και σνακ,Dolci e snack,Sweets & Snacks,Γλυκά και σνακ,Dolci e snack,Sweets & Snacks,Γλυκά και σνακ,,,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,1,1,1,1,0,1,,Catalog (default),,Dolce,Doux,Γλυκός,Dolce,Doux,Γλυκός,Dolce,Doux,Γλυκός,Dolce,Doux,Γλυκός,,,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,1,1,1,1,0,1,,Catalog (default),,Salato,Salé,Αλμυρός,Salato,Salé,Αλμυρός,Salato,Salé,Αλμυρός,Salato,Salé,Αλμυρός,,,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,1,1,1,1,0,1,,Catalog (default),,Acido,Aigre,Θυμώνω,Acido,Aigre,Θυμώνω,Acido,Aigre,Θυμώνω,Acido,Aigre,Θυμώνω,,,
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,Bagno,Salle de bains,Τουαλέτα,Bagno,Salle de bains,Τουαλέτα,Bagno,Salle de bains,Τουαλέτα,Bagno,Salle de bains,Τουαλέτα,,,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,Illuminazione,Éclairage,Φωτισμός,Illuminazione,Éclairage,Φωτισμός,Illuminazione,Éclairage,Φωτισμός,Illuminazione,Éclairage,Φωτισμός,,,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,1,1,1,0,1,,Catalog (default),,Luci al coperto,Lumières intérieures,Εσωτερικά φώτα,Luci al coperto,Lumières intérieures,Εσωτερικά φώτα,Luci al coperto,Lumières intérieures,Εσωτερικά φώτα,Luci al coperto,Lumières intérieures,Εσωτερικά φώτα,,,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,1,1,1,0,1,,Catalog (default),,Luci esterne,Lumières extérieures,Υπαίθρια φώτα,Luci esterne,Lumières extérieures,Υπαίθρια φώτα,Luci esterne,Lumières extérieures,Υπαίθρια φώτα,Luci esterne,Lumières extérieures,Υπαίθρια φώτα,,,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,1,1,1,1,0,1,,Catalog (default),,Bulbi,Ampoules,Βολβοί,Bulbi,Ampoules,Βολβοί,Bulbi,Ampoules,Βολβοί,Bulbi,Ampoules,Βολβοί,,,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,Decorazione e articoli stagionali,Décoration et articles saisonniers,Διακόσμηση & Εποχιακά Στοιχεία,Decorazione e articoli stagionali,Décoration et articles saisonniers,Διακόσμηση & Εποχιακά αντικείμενα,Decorazione e articoli stagionali,Décoration et articles saisonniers,Διακόσμηση & Εποχιακά αντικείμενα,Decorazione e articoli stagionali,Décoration et articles saisonniers,Διακόσμηση & Εποχιακά αντικείμενα,,,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,Giardino,Jardin,Κήπος,Giardino,Jardin,Κήπος,Giardino,Jardin,Κήπος,Giardino,Jardin,Κήπος,,,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,Barbecue,Barbecue,Μπάρμπεκιου,Barbecue,Barbecue,Μπάρμπεκιου,Barbecue,Barbecue,Μπάρμπεκιου,Barbecue,Barbecue,Μπάρμπεκιου,,,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,Attrezzi da giardino,Outils de jardin,Εργαλεία κηπουρικής,Attrezzi da giardino,Outils de jardin,Εργαλεία κηπουρικής,Attrezzi da giardino,Outils de jardin,Εργαλεία κηπουρικής,Attrezzi da giardino,Outils de jardin,Εργαλεία κηπουρικής,,,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili da giardino,Mobilier de jardin,Επιπλα κήπου,Mobili da giardino,Mobilier de jardin,Επιπλα κήπου,Mobili da giardino,Mobilier de jardin,Επιπλα κήπου,Mobili da giardino,Mobilier de jardin,Επιπλα κήπου,,,
